cve_id,status,profile_det_id,previous_scan_profile_id,container_fullname,container_id,slim_scan_date,package_det_id,profile_det_id,purl,virtual_path,namespace,severity,fix_state
CVE-2021-30474,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184406,295,pkg:deb/debian/libaom0@1.0.0.errata1-3?arch=amd64&upstream=aom&distro=debian-11,,debian:distro:debian:11,Critical,not-fixed
CVE-2021-30475,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184406,295,pkg:deb/debian/libaom0@1.0.0.errata1-3?arch=amd64&upstream=aom&distro=debian-11,,debian:distro:debian:11,Critical,not-fixed
CVE-2016-9580,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184580,295,pkg:deb/debian/libopenjp2-7@2.4.0-3?arch=amd64&upstream=openjpeg2&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-27478,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184284,295,pkg:npm/opener@1.5.2,,nvd:cpe,High,unknown
CVE-2021-27482,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184284,295,pkg:npm/opener@1.5.2,,nvd:cpe,High,unknown
CVE-2021-27498,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184284,295,pkg:npm/opener@1.5.2,,nvd:cpe,High,unknown
CVE-2021-27500,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184284,295,pkg:npm/opener@1.5.2,,nvd:cpe,High,unknown
CVE-2011-3374,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184340,295,pkg:deb/debian/apt@2.2.4?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2017-13716,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184347,295,pkg:deb/debian/binutils@2.35.2-2?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-12934,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184347,295,pkg:deb/debian/binutils@2.35.2-2?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-18483,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184347,295,pkg:deb/debian/binutils@2.35.2-2?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-20623,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184347,295,pkg:deb/debian/binutils@2.35.2-2?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-20673,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184347,295,pkg:deb/debian/binutils@2.35.2-2?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-20712,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184347,295,pkg:deb/debian/binutils@2.35.2-2?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-9996,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184347,295,pkg:deb/debian/binutils@2.35.2-2?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
